,doi,title,type,journal,date,citations,altmetric,authors,org_led,org_authors,genders,org_genders,first_gender,last_gender,female_authors,male_authors,nonbinary_authors,affiliations,countries
439,10.1111/gcb.15334,"Learning from the past: Impact of the Arctic Oscillation on sea ice and marine productivity off northwest Greenland over the last 9,000 years",Journal,Global Change Biology,2020-12-01,7.0,20.9,"Audrey Limoges, Kaarina Weckström, Sofia Ribeiro, Eleanor Georgiadis, Katrine E. Hansen, Philippe Martinez, Marit Solveig Seidenkrantz, Jacques Giraudeau, Xavier Crosta, Guillaume Massé",False,Sofia Ribeiro,"female, female, female, female, female, male, female, male, male, male",female,female,male,6.0,4.0,0.0,"Laboratoire d'Océanographie et du Climat : Expérimentations et Approches Numériques, University of New Brunswick, Université de Bordeaux, Université Laval, Aarhus Universitet, Geological Survey of Denmark and Greenland, Helsingin Yliopisto","France, Canada, Finland, Denmark"
440,10.1038/s42003-020-0899-z,Dead or alive: sediment DNA archives as tools for tracking aquatic evolution and adaptation,Journal,Communications Biology,2020-12-01,10.0,24.7,"Marianne Ellegaard, Martha R.J. Clokie, Till Czypionka, Dagmar Frisch, Anna Godhe, Anke Kremp, Andrey Letarov, Terry J. McGenity, Sofia Ribeiro, N. John Anderson",False,Sofia Ribeiro,"female, female, male, female, female, female, male, male, female, male",female,female,male,6.0,4.0,0.0,"University of Leicester, Kobenhavns Professionshojskole, Göteborgs Universitet, KU Leuven, Loughborough University, Københavns Universitet, Winogradsky Institute of Microbiology, Russian Academy of Sciences, University of Essex, University of Birmingham, Geological Survey of Denmark and Greenland, The Leibniz Institute for Baltic Sea Research, Finnish Environment Institute","Sweden, Belgium, Russian Federation, Finland, Germany, United Kingdom, Denmark"
441,10.3389/feart.2020.565670,Episodic Atlantic Water Inflow Into the Independence Fjord System (Eastern North Greenland) During the Holocene and Last Glacial Period,Journal,Frontiers in Earth Science,2020-09-15,1.0,2.45,"Nicolas Van Nieuwenhove, Audrey Limoges, Niels Nørgaard-Pedersen, Marit Solveig Seidenkrantz, Sofia Ribeiro",False,Sofia Ribeiro,"male, female, male, female, female",female,male,female,3.0,2.0,0.0,"Geological Survey of Denmark and Greenland, University of New Brunswick, Aarhus Universitet","Canada, Denmark"
442,10.1016/j.marmicro.2020.101873,An annual cycle of diatom succession in two contrasting Greenlandic fjords: from simple sea-ice indicators to varied seasonal strategists,Journal,Marine Micropaleontology,2020-06-01,1.0,7.3,"Tiia Luostarinen, Sofia Ribeiro, Kaarina Weckström, Mikael Sejr, Lorenz Meire, Petra Tallberg, Maija Heikkilä",False,Sofia Ribeiro,"female, female, female, male, male, female, female",female,female,female,5.0,2.0,0.0,"Greenland Institute of Natural Resources, Universiteit Utrecht, Aarhus Universitet, Geological Survey of Denmark and Greenland, Helsingin Yliopisto","Finland, Denmark, Netherlands, Greenland"
443,10.1016/j.marmicro.2020.101860,"Improving the paleoceanographic proxy tool kit – On the biogeography and ecology of the sea ice-associated species Fragilariopsis oceanica, Fragilariopsis reginae-jahniae and Fossula arctica in the northern North Atlantic",Journal,Marine Micropaleontology,2020-05-01,4.0,52.72,"Kaarina Weckström, Benjamin Redmond Roche, Arto Miettinen, Diana Krawczyk, Audrey Limoges, Steve Juggins, Sofia Ribeiro, Maija Heikkilä",False,Sofia Ribeiro,"female, male, male, female, female, male, female, female",female,female,female,5.0,3.0,0.0,"Greenland Institute of Natural Resources, University of New Brunswick, Faculty of Humanities and Social Sciences, Geological Survey of Denmark and Greenland, Helsingin Yliopisto","Finland, Canada, United Kingdom, Denmark, Greenland"
444,10.5194/tc-14-1347-2020,Review article: How does glacier discharge affect marine biogeochemistry and primary production in the Arctic?,Journal,Cryosphere,2020-04-24,33.0,23.5,"Mark J. Hopwood, Dustin Carroll, Thorben Dunse, Andy Hodson, Johnna M. Holding, José L. Iriarte, Sofia Ribeiro, Eric P. Achterberg, Carolina Cantoni, Daniel F. Carlson, Melissa Chierici, Jennifer S. Clarke, Stefano Cozzi, Agneta Fransson, Thomas Juul-Pedersen, Mie H.S. Winding, Lorenz Meire",False,Sofia Ribeiro,"male, male, male, male, female, male, female, male, female, male, female, female, male, female, male, female, male",female,male,male,7.0,10.0,0.0,"Greenland Institute of Natural Resources, The University Centre in Svalbard, Havforskningsinstituttet, Universitetet i Oslo, Universiteit Utrecht, Norsk Polarinstitutt, Helmholtz-Zentrum Geesthacht - Zentrum für Material- und Küstenforschung GmbH, Istituto Di Scienze Marine, Venice, Universidad Austral de Chile, Aarhus Universitet, GEOMAR - Helmholtz-Zentrum für Ozeanforschung Kiel, Geological Survey of Denmark and Greenland, Moss Landing Marine Laboratories, Western Norway University of Applied Sciences","United States, Norway, Chile, Germany, Italy, Denmark, Netherlands, Greenland"
445,10.1016/j.margeo.2020.106115,"Local and regional controls on Holocene sea ice dynamics and oceanography in Nares Strait, Northwest Greenland",Journal,Marine Geology,2020-04-01,9.0,3.35,"Eleanor Georgiadis, Jacques Giraudeau, Anne Jennings, Audrey Limoges, Rebecca Jackson, Sofia Ribeiro, Guillaume Massé",False,Sofia Ribeiro,"female, male, female, female, female, female, male",female,female,male,5.0,2.0,0.0,"University of New Brunswick, University of Colorado Boulder, Université de Bordeaux, Sorbonne Universite, Université Laval, Geological Survey of Denmark and Greenland","France, Canada, United States, Denmark"
446,10.1016/j.ecss.2019.02.034,Reconstructing salinity changes and environmental influence on dinoflagellate cysts in the central Baltic Sea since the late 19th century,Journal,"Estuarine, Coastal and Shelf Science",2019-04-05,3.0,0.75,"Sirje Sildever, Sofia Ribeiro, Kenneth Neil Mertens, Thorbjørn Joest Andersen, Matthias Moros, Antoon Kuijpers",False,Sofia Ribeiro,"female, female, male, male, male, male",female,female,male,2.0,4.0,0.0,"Tallinna Tehnikaülikool, Københavns Universitet, Geological Survey of Denmark and Greenland, IFREMER Institut Francais de Recherche pour l'Exploitation de la Mer, The Leibniz Institute for Baltic Sea Research","Estonia, France, Denmark, Germany"
447,10.1080/01916122.2018.1465739,The dinoflagellate cyst genera Achomosphaera Evitt 1963 and Spiniferites Mantell 1850 in Pliocene to modern sediments: a summary of round table discussions,Journal,Palynology,2018-12-20,11.0,1.25,"Kenneth Neil Mertens, Nicolas Van Nieuwenhove, Pieter R. Gurdebeke, Hilal Aydin, Kara Bogus, Manuel Bringué, Barrie Dale, Stijn De Schepper, Anne de Vernal, Marianne Ellegaard, Arjen Grothe, Haifeng Gu, Martin J. Head, Maija Heikkilä, Audrey Limoges, Laurent Londeix, Stephen Louwye, Fabienne Marret, Edwige Masure, Kazumi Matsuoka, Peta J. Mudie, Aurélie Penaud, Vera Pospelova, Andrea Michelle Price, Sofia Ribeiro, André Rochon, Francesca Sangiorgi, Michael Schreck, Vladimir Torres, Serdar Uzar, Gerard J.M. Versteegh, Sophie Warny, Karin Zonneveld",False,Sofia Ribeiro,"male, male, male, female, female, male, male, male, female, female, male, male, male, female, female, male, male, female, female, male, female, female, female, female, female, male, female, male, male, male, male, female, female",female,male,female,16.0,17.0,0.0,"Université du Québec à Montréal, Institute for East China Sea Research (ECSER), Louisiana State University, Universiteit Utrecht, State Oceanic Administration China, Brock University, Université McGill, University of Victoria, Museum National d'Histoire Naturelle, University of New Brunswick, Universitetet i Oslo, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Københavns Universitet, ExxonMobil Exploration Company, Universiteit Gent, IFREMER Institut Francais de Recherche pour l'Exploitation de la Mer, Helsingin Yliopisto, Texas A&amp, Celal Bayar Üniversitesi, University of South Carolina, Aarhus Universitet, University of Liverpool, Geological Survey of Canada, Bjerknes Centre for Climate Research, Institut Universitaire Européen de la Mer (IUEM), M University, Université de Bordeaux, Institut des Sciences de la Mer de Rimouski, Universität Bremen, Geological Survey of Denmark and Greenland, UiT The Arctic University of Norway","France, China, United States, Norway, Turkey, Belgium, Japan, Finland, Germany, Canada, United Kingdom, Denmark, Netherlands"
448,10.3389/feart.2018.00226,Spring Succession and Vertical Export of Diatoms and IP<inf>25</inf> in a Seasonally Ice-Covered High Arctic Fjord,Journal,Frontiers in Earth Science,2018-12-13,16.0,4.1,"Audrey Limoges, Guillaume Massé, Kaarina Weckström, Michel Poulin, Marianne Ellegaard, Maija Heikkilä, Nicolas Xavier Geilfus, Mikael K. Sejr, Søren Rysgaard, Sofia Ribeiro",False,Sofia Ribeiro,"female, male, female, male, female, female, male, male, male, female",female,female,female,5.0,5.0,0.0,"University of New Brunswick, University of Manitoba, Københavns Universitet, Université Laval, Aarhus Universitet, Museé canadien de la nature, Geological Survey of Denmark and Greenland, Helsingin Yliopisto","Canada, Finland, Denmark"
449,10.1002/2017JG003840,"Linking the Modern Distribution of Biogenic Proxies in High Arctic Greenland Shelf Sediments to Sea Ice, Primary Production, and Arctic-Atlantic Inflow",Journal,Journal of Geophysical Research: Biogeosciences,2018-03-01,21.0,15.7,"Audrey Limoges, Sofia Ribeiro, Kaarina Weckström, Maija Heikkilä, Katarzyna Zamelczyk, Thorbjørn J. Andersen, Petra Tallberg, Guillaume Massé, Søren Rysgaard, Niels Nørgaard-Pedersen, Marit Solveig Seidenkrantz",False,Sofia Ribeiro,"female, female, female, female, female, male, female, male, male, male, female",female,female,female,7.0,4.0,0.0,"University of New Brunswick, University of Manitoba, Københavns Universitet, Université Laval, Aarhus Universitet, Geological Survey of Denmark and Greenland, Helsingin Yliopisto, UiT The Arctic University of Norway","Canada, Finland, Norway, Denmark"
450,10.1002/2017PA003289,"Late Holocene Sea Surface Instabilities in the Disko Bugt Area, West Greenland, in Phase With δ<sup>18</sup>O Oscillations at Camp Century",Journal,Paleoceanography and Paleoclimatology,2018-02-01,15.0,0.75,"Estelle Allan, Anne de Vernal, Mads Faurschou Knudsen, Claude Hillaire-Marcel, Matthias Moros, Sofia Ribeiro, Marie Michèle Ouellet-Bernier, Marit Solveig Seidenkrantz",False,Sofia Ribeiro,"female, female, male, male, male, female, female, female",female,female,female,5.0,3.0,0.0,"Geological Survey of Denmark and Greenland, Geotop, Centre de Recherche sur la Dynamique du Système Terre, The Leibniz Institute for Baltic Sea Research, Aarhus Universitet","Canada, Denmark, Germany"
451,10.1111/brv.12338,The long-term persistence of phytoplankton resting stages in aquatic ‘seed banks’,Journal,Biological Reviews,2018-02-01,55.0,1.5,"Marianne Ellegaard, Sofia Ribeiro",False,Sofia Ribeiro,"female, female",female,female,female,2.0,0.0,0.0,"Geological Survey of Denmark and Greenland, Københavns Universitet",Denmark
452,10.34194/geusb.v41.4344,"European trading, whaling and climate history of west Greenland documented by historical records, drones and marine sediments",Book Series,Geological Survey of Denmark and Greenland Bulletin,2018-01-01,0.0,,"Naja Mikkelsen, Antoon Kuijpers, Sofia Ribeiro, Mikkel Myrup, Inge Seiding, Ann E. Lennert",False,Sofia Ribeiro,"female, male, female, male, female, female",female,female,female,4.0,2.0,0.0,"Geological Survey of Denmark and Greenland, Greenland National Museum and Archives, The Polar Museum","Norway, Denmark, Greenland"
453,10.1111/eva.12513,Time capsules in natural sediment archives—Tracking phytoplankton population genetic diversity and adaptation over multidecadal timescales in the face of environmental change,Journal,Evolutionary Applications,2018-01-01,9.0,0.5,"Marianne Ellegaard, Anna Godhe, Sofia Ribeiro",False,Sofia Ribeiro,"female, female, female",female,female,female,3.0,0.0,0.0,"Geological Survey of Denmark and Greenland, Göteborgs Universitet, Københavns Universitet","Sweden, Denmark"
454,10.1002/ece3.2906,Exploring the impact of multidecadal environmental changes on the population genetic structure of a marine primary producer,Journal,Ecology and Evolution,2017-05-01,10.0,10.0,"Nina Lundholm, Sofia Ribeiro, Anna Godhe, Lene Rostgaard Nielsen, Marianne Ellegaard",False,Sofia Ribeiro,"female, female, female, female, female",female,female,female,5.0,0.0,0.0,"Geological Survey of Denmark and Greenland, Statens Naturhistoriske Museum, Göteborgs Universitet, Københavns Universitet","Sweden, Denmark"
455,10.1007/s13280-016-0894-2,Sea ice and primary production proxies in surface sediments from a High Arctic Greenland fjord: Spatial distribution and implications for palaeoenvironmental studies,Journal,Ambio,2017-02-01,23.0,,"Sofia Ribeiro, Mikael K. Sejr, Audrey Limoges, Maija Heikkilä, Thorbjørn Joest Andersen, Petra Tallberg, Kaarina Weckström, Katrine Husum, Matthias Forwick, Tage Dalsgaard, Guillaume Massé, Marit Solveig Seidenkrantz, Søren Rysgaard",True,Sofia Ribeiro,"female, male, female, female, male, female, female, female, male, male, male, female, male",female,female,male,7.0,6.0,0.0,"Norsk Polarinstitutt, University of Manitoba, Université Laval, IGN, Aarhus Universitet, Geological Survey of Denmark and Greenland, Helsingin Yliopisto, UiT The Arctic University of Norway","Canada, Finland, Norway, Denmark"
456,10.1002/ece3.2592,Size differences of Arctic marine protists between two climate periods—using the paleoecological record to assess the importance of within-species trait variation,Journal,Ecology and Evolution,2017-01-01,7.0,0.75,"Erik A. Mousing, Sofia Ribeiro, Chelsea Chisholm, Antoon Kuijpers, Matthias Moros, Marianne Ellegaard",False,Sofia Ribeiro,"male, female, female, male, male, female",female,male,female,3.0,3.0,0.0,"Geological Survey of Denmark and Greenland, Københavns Universitet, Statens Naturhistoriske Museum, The Leibniz Institute for Baltic Sea Research","Germany, Denmark"
457,10.1177/0959683615622548,Environmental change in the Western Iberia Upwelling Ecosystem since the preindustrial period revealed by dinoflagellate cyst records,Journal,Holocene,2016-06-01,13.0,0.5,"Sofia Ribeiro, Ana Amorim, Fátima Abrantes, Marianne Ellegaard",True,Sofia Ribeiro,"female, female, female, female",female,female,female,4.0,0.0,0.0,"Instituto Português do Mar e da Atmosfera, Faculdade de Ciências, Universidade de Lisboa, Københavns Universitet, Geological Survey of Denmark and Greenland","Denmark, Portugal"
458,,"Investigations of past climate and sea-ice variability in the fjord area by Station Nord, eastern North Greenland",Book Series,Geological Survey of Denmark and Greenland Bulletin,2016-01-01,4.0,,"Niels Nørgaard-Pedersen, Sofia Ribeiro, Naja Mikkelsen, Audrey Limoges, Marit Solveig Seidenkrantz",False,Sofia Ribeiro,"male, female, female, female, female",female,male,female,4.0,1.0,0.0,"Geological Survey of Denmark and Greenland, Aarhus Universitet",Denmark
459,10.1111/pre.12081,"Cyst-theca relationships and phylogenetic positions of Peridiniales (Dinophyceae) with two anterior intercalary plates, with description of Archaeperidinium bailongense sp. nov. and Protoperidinium fuzhouense sp. nov",Journal,Phycological Research,2015-04-01,17.0,,"Tingting Liu, Kenneth Neil Mertens, Sofia Ribeiro, Marianne Ellegaard, Kazumi Matsuoka, Haifeng Gu",False,Sofia Ribeiro,"male, male, female, female, male, male",female,male,male,2.0,4.0,0.0,"State Oceanic Administration China, Nagasaki University, Københavns Universitet, Universiteit Gent, Geological Survey of Denmark and Greenland","Japan, China, Belgium, Denmark"
460,10.1016/j.ecss.2015.01.003,"Influence of surface salinity gradient on dinoflagellate cyst community structure, abundance and morphology in the Baltic Sea, Kattegat and Skagerrak",Journal,"Estuarine, Coastal and Shelf Science",2015-03-01,18.0,,"Sirje Sildever, Thorbjørn Joest Andersen, Sofia Ribeiro, Marianne Ellegaard",False,Sofia Ribeiro,"female, male, female, female",female,female,female,3.0,1.0,0.0,"Geological Survey of Denmark and Greenland, Tallinna Tehnikaülikool, Københavns Universitet","Estonia, Denmark"
461,10.1007/s10811-013-0123-3,Microsatellite markers for the palaeo-temperature indicator Pentapharsodinium dalei (Dinophyceae),Journal,Journal of Applied Phycology,2014-02-01,7.0,7.0,"Nina Lundholm, Lene Rostgaard Nielsen, Sofia Ribeiro, Marianne Ellegaard",False,Sofia Ribeiro,"female, female, female, female",female,female,female,4.0,0.0,0.0,"Geological Survey of Denmark and Greenland, Statens Naturhistoriske Museum, Københavns Universitet",Denmark
462,10.1007/s13280-013-0477-4,Echoes from the past: A healthy Baltic Sea requires more effort,Journal,Ambio,2014-01-01,17.0,,"Aarno T. Kotilainen, Laura Arppe, Slawomir Dobosz, Eystein Jansen, Karoline Kabel, Juha Karhu, Mia M. Kotilainen, Antoon Kuijpers, Bryan C. Lougheed, H. E.Markus Meier, Matthias Moros, Thomas Neumann, Christian Porsche, Niels Poulsen, Peter Rasmussen, Sofia Ribeiro, Bjørg Risebrobakken, Daria Ryabchuk, Semjon Schimanke, Ian Snowball, Mikhail Spiridonov, Joonas J. Virtasalo, Kaarina Weckström, Andrzej Witkowski, Vladimir Zhamoida",False,Sofia Ribeiro,"male, female, male, male, female, male, female, male, male, male, male, male, male, male, male, female, female, female, male, male, male, male, female, male, male",female,male,male,7.0,18.0,0.0,"Uppsala Universitet, Helsingin Yliopisto, Lunds Universitet, Geologian Tutkimuskeskus, A.P.Karpinsky Russian Geological Research Institute, Uni Research, Uniwersytet Szczecinski, Geological Survey of Denmark and Greenland, The Leibniz Institute for Baltic Sea Research, Swedish Meteorological and Hydrological Institute, Luonnontieteellinen Keskusmuseo","Sweden, Norway, Russian Federation, Poland, Finland, Germany, Denmark"
463,10.1098/rsbl.2013.0849,A century-long genetic record reveals that protist effective population sizes are comparable to those of macroscopic species,Journal,Biology Letters,2013-12-23,7.0,0.5,"Phillip C. Watts, Nina Lundholm, Sofia Ribeiro, Marianne Ellegaard",False,Sofia Ribeiro,"male, female, female, female",female,male,female,3.0,1.0,0.0,"University of Jyväskylä, Københavns Universitet, Statens Naturhistoriske Museum, University of Liverpool, Geological Survey of Denmark and Greenland","Finland, Denmark, United Kingdom"
464,10.1371/journal.pone.0061184,Hundred Years of Environmental Change and Phytoplankton Ecophysiological Variability Archived in Coastal Sediments,Journal,PLoS ONE,2013-04-11,19.0,0.25,"Sofia Ribeiro, Terje Berge, Nina Lundholm, Marianne Ellegaard",True,Sofia Ribeiro,"female, male, female, female",female,female,female,3.0,1.0,0.0,"Geological Survey of Denmark and Greenland, Statens Naturhistoriske Museum, Københavns Universitet",Denmark
465,10.1016/j.marmicro.2012.08.002,Archaeperidinium saanichi sp. nov.: A new species based on morphological variation of cyst and theca within the Archaeperidinium minutum Jörgensen 1912 species complex,Journal,Marine Micropaleontology,2012-12-01,29.0,3.0,"Kenneth Neil Mertens, Aika Yamaguchi, Hisae Kawami, Sofia Ribeiro, Brian S. Leander, Andrea Michelle Price, Vera Pospelova, Marianne Ellegaard, Kazumi Matsuoka",False,Sofia Ribeiro,"male, female, female, female, male, female, female, female, male",female,male,male,6.0,3.0,0.0,"The University of British Columbia, Nagasaki University, Københavns Universitet, University of Victoria, Universiteit Gent","Japan, Canada, Belgium, Denmark"
466,10.1007/s10530-011-0132-6,Reconstructing the history of an invasion: The toxic phytoplankton species Gymnodinium catenatum in the Northeast Atlantic,Journal,Biological Invasions,2012-05-01,24.0,,"Sofia Ribeiro, Ana Amorim, Thorbjørn J. Andersen, Fátima Abrantes, Marianne Ellegaard",True,Sofia Ribeiro,"female, female, male, female, female",female,female,female,4.0,1.0,0.0,"Geological Survey of Denmark and Greenland, Faculdade de Ciências, Universidade de Lisboa, Københavns Universitet, Laboratório Nacional de Energia e Geologia","Denmark, Portugal"
467,10.1111/j.1502-3885.2011.00216.x,Climate variability in West Greenland during the past 1500 years: Evidence from a high-resolution marine palynological record from Disko Bay,Journal,Boreas,2012-01-01,45.0,1.0,"Sofia Ribeiro, Matthias Moros, Marianne Ellegaard, Antoon Kuijpers",True,Sofia Ribeiro,"female, male, female, male",female,female,male,2.0,2.0,0.0,"Geological Survey of Denmark and Greenland, The Leibniz Institute for Baltic Sea Research, Københavns Universitet, Bjerknes Centre for Climate Research","Denmark, Norway, Germany"
468,10.2216/11-16.1,Buried alive - Germination of up to a century-old marine protist resting stages,Journal,Phycologia,2011-11-10,65.0,5.0,"Nina Lundholm, Sofia Ribeiro, ThorbjØrn J. Andersen, Trine Koch, Anna Godhe, Flemming Ekelund, Marianne Ellegaard",False,Sofia Ribeiro,"female, female, male, female, female, male, female",female,female,female,5.0,2.0,0.0,"Statens Naturhistoriske Museum, Göteborgs Universitet, Københavns Universitet","Sweden, Denmark"
469,10.1016/j.revpalbo.2011.04.008,Resting cysts of freshwater dinoflagellates in southeastern Georgian Bay (Lake Huron) as proxies of cultural eutrophication,Journal,Review of Palaeobotany and Palynology,2011-07-01,29.0,3.0,"Francine M.G. McCarthy, Kenneth Neil Mertens, Marianne Ellegaard, Keith Sherman, Vera Pospelova, Sofia Ribeiro, Stephan Blasco, Dries Vercauteren",False,Sofia Ribeiro,"female, male, female, male, female, female, male, male",female,female,male,4.0,4.0,0.0,"Severn Sound Environmental Association, Brock University, Københavns Universitet, University of Victoria, Universiteit Gent, Geological Survey of Canada","Canada, Belgium, Denmark"
470,10.1038/ncomms1314,Phytoplankton growth after a century of dormancy illuminates past resilience to catastrophic darkness,Journal,Nature Communications,2011-05-25,92.0,11.25,"Sofia Ribeiro, Terje Berge, Nina Lundholm, Thorbjørn J. Andersen, Fátima Abrantes, Marianne Ellegaard",True,Sofia Ribeiro,"female, male, female, male, female, female",female,female,female,4.0,2.0,0.0,"Statens Naturhistoriske Museum, Københavns Universitet, Laboratório Nacional de Energia e Geologia, Faculdade de Ciências, Universidade de Lisboa","Denmark, Portugal"
471,10.2216/09-11.1,Protoperidinium minutum (Dinophyceae) from Portugal: Cyst-theca relationship and phylogenetic position on the basis of single-cell SSU and LSU rDNA sequencing,Journal,Phycologia,2010-01-01,25.0,,"Sofia Ribeiro, Nina Lundholm, Ana Amorim, Marianne Ellegaard",True,Sofia Ribeiro,"female, female, female, female",female,female,female,4.0,0.0,0.0,"Faculdade de Ciências, Universidade de Lisboa, Københavns Universitet, Laboratório Nacional de Energia e Geologia","Denmark, Portugal"
472,10.1016/j.revpalbo.2009.05.004,Determining the absolute abundance of dinoflagellate cysts in recent marine sediments: The Lycopodium marker-grain method put to the test,Journal,Review of Palaeobotany and Palynology,2009-11-01,106.0,3.0,"Kenneth Neil Mertens, Koen Verhoeven, Thomas Verleye, Stephen Louwye, Ana Amorim, Sofia Ribeiro, Amr S. Deaf, Ian C. Harding, Stijn De Schepper, Catalina González, Monika Kodrans-Nsiah, Anne De Vernal, Maryse Henry, Taoufik Radi, Karen Dybkjaer, Niels E. Poulsen, Susanne Feist-Burkhardt, Jonah Chitolie, Claus Heilmann-Clausen, Laurent Londeix, Jean Louis Turon, Fabienne Marret, Jens Matthiessen, Francine M.G. McCarthy, Vandana Prasad, Vera Pospelova, Jane E. Kyffin Hughes, James B. Riding, André Rochon, Francesca Sangiorgi, Natasja Welters, Natalie Sinclair, Christian Thun, Ali Soliman, Nicolas Van Nieuwenhove, Annemiek Vink, Martin Young",False,Sofia Ribeiro,"male, male, male, male, female, female, male, male, male, female, female, female, female, male, female, male, female, male, male, male, male, female, male, female, female, female, female, male, male, female, female, female, male, male, male, female, male",female,male,male,17.0,20.0,0.0,"Université du Québec à Montréal, Universiteit Utrecht, Brock University, Tanta University, Birbal Sahni Institute of Palaeobotany, University of Victoria, CSIRO Petroleum, Geoscience Australia, University of Southampton, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Research Unit Palaeontology, The Australian National University, Universitat Graz, Bundesanstalt für Geowissenschaften und Rohstoffe, The Natural History Museum, London, GEOMAR - Helmholtz-Zentrum für Ozeanforschung Kiel, Aarhus Universitet, University of Liverpool, Faculdade de Ciências, Universidade de Lisboa, British Geological Survey, Université de Bordeaux, Institut des Sciences de la Mer de Rimouski, Universität Bremen, Geological Survey of Denmark and Greenland","Egypt, France, India, Austria, Belgium, Germany, Portugal, Canada, United Kingdom, Denmark, Netherlands, Australia"
473,10.1016/j.marmicro.2008.10.004,"Process length variation in cysts of a dinoflagellate, Lingulodinium machaerophorum, in surface sediments: Investigating its potential as salinity proxy",Journal,Marine Micropaleontology,2009-01-10,101.0,3.0,"Kenneth N. Mertens, Sofia Ribeiro, Ilham Bouimetarhan, Hulya Caner, Nathalie Combourieu Nebout, Barrie Dale, Anne De Vernal, Marianne Ellegaard, Mariana Filipova, Anna Godhe, Evelyne Goubert, Kari Grøsfjeld, Ulrike Holzwarth, Ulrich Kotthoff, Suzanne A.G. Leroy, Laurent Londeix, Fabienne Marret, Kazumi Matsuoka, Peta J. Mudie, Lieven Naudts, José Luis Peña-Manjarrez, Agneta Persson, Speranta Maria Popescu, Vera Pospelova, Francesca Sangiorgi, Marcel T.J. van der Meer, Annemiek Vink, Karin A.F. Zonneveld, Dries Vercauteren, Jelle Vlassenbroeck, Stephen Louwye",False,Sofia Ribeiro,"male, female, male, male, female, male, female, female, female, female, female, female, female, male, female, male, female, male, female, male, male, female, female, female, female, male, female, female, male, male, male",female,male,male,18.0,13.0,0.0,"Université du Québec à Montréal, Institute for East China Sea Research (ECSER), Ological Survey of Norway, Universiteit Utrecht, Université européenne de Bretagne, Det Natur- og Biovidenskabelige Fakultet, University of Victoria, Royal Netherlands Institute for Sea Research - NIOZ, Universitetet i Oslo, Université de Versailles Saint-Quentin-en-Yvelines, Universiteit Gent, Université Claude Bernard Lyon 1, Goethe-Universität Frankfurt am Main, Göteborgs Universitet, Laboratório Nacional de Energia e Geologia, Bundesanstalt für Geowissenschaften und Rohstoffe, University of Liverpool, Geological Survey of Canada, Istanbul Üniversitesi, Brunel University London, Museum of Natural History, Université de Bordeaux, Centro de Estudios Tecnológicos del Mar No. 11. Km. 6.5 carretera Ensenada-Tijuana, Universität Bremen","France, Sweden, Norway, Turkey, Belgium, Bulgaria, Japan, Denmark, Germany, Canada, United Kingdom, Portugal, Netherlands, Mexico"
474,10.1016/j.marmicro.2008.01.013,"Environmental drivers of temporal succession in recent dinoflagellate cyst assemblages from a coastal site in the North-East Atlantic (Lisbon Bay, Portugal)",Journal,Marine Micropaleontology,2008-07-01,28.0,,"Sofia Ribeiro, Ana Amorim",True,Sofia Ribeiro,"female, female",female,female,female,2.0,0.0,0.0,"Faculdade de Ciências, Universidade de Lisboa",Portugal
475,10.1017/aog.2020.20,Interferometric discrimination of cross-track bed clutter in ice-penetrating radar sounding data,Journal,Annals of Glaciology,2020-04-01,1.0,6.9,"Kirk M. Scanlan, Anja Rutishauser, Duncan A. Young, Donald D. Blankenship",False,Anja Rutishauser,"male, female, male, male",female,male,male,1.0,3.0,0.0,Jackson School of Geosciences,United States
476,10.1126/sciadv.aar4353,"Discovery of a hypersaline subglacial lake complex beneath Devon Ice Cap, Canadian Arctic",Journal,Science Advances,2018-04-11,18.0,404.292,"Anja Rutishauser, Donald D. Blankenship, Martin Sharp, Mark L. Skidmore, Jamin S. Greenbaum, Cyril Grima, Dustin M. Schroeder, Julian A. Dowdeswell, Duncan A. Young",True,Anja Rutishauser,"female, male, male, male, male, male, male, male, male",female,female,male,1.0,8.0,0.0,"University of Alberta, Montana State University, Jackson School of Geosciences, Scott Polar Research Institute, Stanford University","Canada, United Kingdom, United States"
477,10.1002/2016GL071230,Characterizing near-surface firn using the scattered signal component of the glacier surface return from airborne radio-echo sounding,Journal,Geophysical Research Letters,2016-12-28,5.0,0.25,"Anja Rutishauser, Cyril Grima, Martin Sharp, Donald D. Blankenship, Duncan A. Young, Fiona Cawkwell, Julian A. Dowdeswell",True,Anja Rutishauser,"female, male, male, male, male, female, male",female,female,male,2.0,5.0,0.0,"Scott Polar Research Institute, Jackson School of Geosciences, University College Cork, University of Alberta","Ireland, Canada, United Kingdom, United States"
478,10.1190/GEO2015-0144.1,Helicopter-borne ground-penetrating radar investigations on temperate alpine glaciers: A comparison of different systems and their abilities for bedrock mapping,Journal,Geophysics,2016-01-01,40.0,1.0,"Anja Rutishauser, Hansruedi Maurer, Andreas Bauder",True,Anja Rutishauser,"female, male, male",female,female,male,1.0,2.0,0.0,"ETH Zürich, University of Alberta","Canada, Switzerland"
